"","Nyckeltal","Kommun.Landsting","År","Visat.Värde"
"923","Invånare 65+ i särskilda boendeformer, andel (%)","Tranås",2010,"4.805603"
"924","Invånare 65+ i särskilda boendeformer, andel (%)","Tranås",2011,"4.636858"
"925","Invånare 65+ i särskilda boendeformer, andel (%)","Trelleborg",2008,"4.054576"
"926","Invånare 65+ i särskilda boendeformer, andel (%)","Trelleborg",2009,"4.490543"
"927","Invånare 65+ i särskilda boendeformer, andel (%)","Trelleborg",2010,"4.532443"
"928","Invånare 65+ i särskilda boendeformer, andel (%)","Trelleborg",2011,"4.403393"
"929","Invånare 65+ i särskilda boendeformer, andel (%)","Trollhättan",2008,"7.27584"
"930","Invånare 65+ i särskilda boendeformer, andel (%)","Trollhättan",2009,"7.234793"
"931","Invånare 65+ i särskilda boendeformer, andel (%)","Trollhättan",2010,"6.462793"
"932","Invånare 65+ i särskilda boendeformer, andel (%)","Trollhättan",2011,"6.291821"
"933","Invånare 65+ i särskilda boendeformer, andel (%)","Trosa",2008,"5.36193"
"934","Invånare 65+ i särskilda boendeformer, andel (%)","Trosa",2009,"4.82726"
"935","Invånare 65+ i särskilda boendeformer, andel (%)","Trosa",2010,"4.789878"
"936","Invånare 65+ i särskilda boendeformer, andel (%)","Trosa",2011,"4.53379"
"937","Invånare 65+ i särskilda boendeformer, andel (%)","Tyresö",2008,"3.817204"
"938","Invånare 65+ i särskilda boendeformer, andel (%)","Tyresö",2009,"3.483217"
"939","Invånare 65+ i särskilda boendeformer, andel (%)","Tyresö",2010,"3.473271"
"940","Invånare 65+ i särskilda boendeformer, andel (%)","Tyresö",2011,"3.232353"
"941","Invånare 65+ i särskilda boendeformer, andel (%)","Täby",2008,"3.260762"
"942","Invånare 65+ i särskilda boendeformer, andel (%)","Täby",2009,"3.119898"
"943","Invånare 65+ i särskilda boendeformer, andel (%)","Täby",2010,"3.459666"
"944","Invånare 65+ i särskilda boendeformer, andel (%)","Täby",2011,"3.387704"
"945","Invånare 65+ i särskilda boendeformer, andel (%)","Töreboda",2008,"4.982024"
"946","Invånare 65+ i särskilda boendeformer, andel (%)","Töreboda",2009,"4.652326"
"947","Invånare 65+ i särskilda boendeformer, andel (%)","Töreboda",2010,"4.56123"
"948","Invånare 65+ i särskilda boendeformer, andel (%)","Töreboda",2011,"4.318937"
"949","Invånare 65+ i särskilda boendeformer, andel (%)","Uddevalla",2008,"7.119576"
"950","Invånare 65+ i särskilda boendeformer, andel (%)","Uddevalla",2009,"6.76491"
"951","Invånare 65+ i särskilda boendeformer, andel (%)","Uddevalla",2010,"6.866622"
"952","Invånare 65+ i särskilda boendeformer, andel (%)","Uddevalla",2011,"6.238826"
"953","Invånare 65+ i särskilda boendeformer, andel (%)","Ulricehamn",2008,"5.870756"
"954","Invånare 65+ i särskilda boendeformer, andel (%)","Ulricehamn",2009,"5.183181"
"955","Invånare 65+ i särskilda boendeformer, andel (%)","Ulricehamn",2010,"5.003051"
"956","Invånare 65+ i särskilda boendeformer, andel (%)","Ulricehamn",2011,"4.942437"
"957","Invånare 65+ i särskilda boendeformer, andel (%)","Umeå",2008,"6.552494"
"958","Invånare 65+ i särskilda boendeformer, andel (%)","Umeå",2009,"6.057"
"959","Invånare 65+ i särskilda boendeformer, andel (%)","Umeå",2010,"5.731332"
"960","Invånare 65+ i särskilda boendeformer, andel (%)","Umeå",2011,"5.509578"
"961","Invånare 65+ i särskilda boendeformer, andel (%)","Upplands Väsby",2008,"3.454969"
"962","Invånare 65+ i särskilda boendeformer, andel (%)","Upplands Väsby",2009,"3.209489"
"963","Invånare 65+ i särskilda boendeformer, andel (%)","Upplands Väsby",2010,"3.139458"
"964","Invånare 65+ i särskilda boendeformer, andel (%)","Upplands Väsby",2011,"2.993069"
"965","Invånare 65+ i särskilda boendeformer, andel (%)","Upplands-Bro",2008,"5.603287"
"966","Invånare 65+ i särskilda boendeformer, andel (%)","Upplands-Bro",2009,"2.969005"
"967","Invånare 65+ i särskilda boendeformer, andel (%)","Upplands-Bro",2010,"2.962515"
"968","Invånare 65+ i särskilda boendeformer, andel (%)","Upplands-Bro",2011,"4.728199"
"969","Invånare 65+ i särskilda boendeformer, andel (%)","Uppsala",2008,"4.626999"
"970","Invånare 65+ i särskilda boendeformer, andel (%)","Uppsala",2009,"4.93991"
"971","Invånare 65+ i särskilda boendeformer, andel (%)","Uppsala",2010,"5.158104"
"972","Invånare 65+ i särskilda boendeformer, andel (%)","Uppsala",2011,"4.808135"
"973","Invånare 65+ i särskilda boendeformer, andel (%)","Uppvidinge",2008,"6.220547"
"974","Invånare 65+ i särskilda boendeformer, andel (%)","Uppvidinge",2009,"5.832148"
"975","Invånare 65+ i särskilda boendeformer, andel (%)","Uppvidinge",2010,"5.526932"
"976","Invånare 65+ i särskilda boendeformer, andel (%)","Uppvidinge",2011,"5.297398"
"977","Invånare 65+ i särskilda boendeformer, andel (%)","Vadstena",2008,"5.525164"
"978","Invånare 65+ i särskilda boendeformer, andel (%)","Vadstena",2009,"6.188757"
"979","Invånare 65+ i särskilda boendeformer, andel (%)","Vadstena",2010,"6.894816"
"980","Invånare 65+ i särskilda boendeformer, andel (%)","Vadstena",2011,"4.669261"
"981","Invånare 65+ i särskilda boendeformer, andel (%)","Vaggeryd",2008,"6.584723"
"982","Invånare 65+ i särskilda boendeformer, andel (%)","Vaggeryd",2009,"6.431274"
"983","Invånare 65+ i särskilda boendeformer, andel (%)","Vaggeryd",2010,"5.36226"
"984","Invånare 65+ i särskilda boendeformer, andel (%)","Vaggeryd",2011,"5.210421"
"985","Invånare 65+ i särskilda boendeformer, andel (%)","Valdemarsvik",2008,"6.302287"
"986","Invånare 65+ i särskilda boendeformer, andel (%)","Valdemarsvik",2009,"4.022989"
"987","Invånare 65+ i särskilda boendeformer, andel (%)","Valdemarsvik",2010,"4.069479"
"988","Invånare 65+ i särskilda boendeformer, andel (%)","Valdemarsvik",2011,"4.210526"
"989","Invånare 65+ i särskilda boendeformer, andel (%)","Vallentuna",2008,"5.267606"
"990","Invånare 65+ i särskilda boendeformer, andel (%)","Vallentuna",2009,"4.752275"
"991","Invånare 65+ i särskilda boendeformer, andel (%)","Vallentuna",2010,"4.601812"
"992","Invånare 65+ i särskilda boendeformer, andel (%)","Vallentuna",2011,"3.809087"
"993","Invånare 65+ i särskilda boendeformer, andel (%)","Vansbro",2008,"8.701057"
"994","Invånare 65+ i särskilda boendeformer, andel (%)","Vansbro",2009,"6.650689"
"995","Invånare 65+ i särskilda boendeformer, andel (%)","Vansbro",2010,"6.272189"
"996","Invånare 65+ i särskilda boendeformer, andel (%)","Vansbro",2011,"5.991856"
"997","Invånare 65+ i särskilda boendeformer, andel (%)","Vara",2008,"6.481481"
"998","Invånare 65+ i särskilda boendeformer, andel (%)","Vara",2009,"5.306849"
"999","Invånare 65+ i särskilda boendeformer, andel (%)","Vara",2010,"4.153355"
"1000","Invånare 65+ i särskilda boendeformer, andel (%)","Vara",2011,"4.001143"
"1001","Invånare 65+ i särskilda boendeformer, andel (%)","Varberg",2008,"5.97029"
"1002","Invånare 65+ i särskilda boendeformer, andel (%)","Varberg",2009,"5.019441"
"1003","Invånare 65+ i särskilda boendeformer, andel (%)","Varberg",2010,"4.599268"
"1004","Invånare 65+ i särskilda boendeformer, andel (%)","Varberg",2011,"4.383224"
"1005","Invånare 65+ i särskilda boendeformer, andel (%)","Vaxholm",2008,"4.755341"
"1006","Invånare 65+ i särskilda boendeformer, andel (%)","Vaxholm",2009,"4.423192"
"1007","Invånare 65+ i särskilda boendeformer, andel (%)","Vaxholm",2010,"4.415875"
"1008","Invånare 65+ i särskilda boendeformer, andel (%)","Vaxholm",2011,"4.357067"
"1009","Invånare 65+ i särskilda boendeformer, andel (%)","Vellinge",2008,"2.82395"
"1010","Invånare 65+ i särskilda boendeformer, andel (%)","Vellinge",2009,"2.605242"
"1011","Invånare 65+ i särskilda boendeformer, andel (%)","Vellinge",2010,"2.400725"
"1012","Invånare 65+ i särskilda boendeformer, andel (%)","Vellinge",2011,"2.667053"
"1013","Invånare 65+ i särskilda boendeformer, andel (%)","Vetlanda",2008,"6.819013"
"1014","Invånare 65+ i särskilda boendeformer, andel (%)","Vetlanda",2009,"6.461921"
"1015","Invånare 65+ i särskilda boendeformer, andel (%)","Vetlanda",2010,"5.88132"
"1016","Invånare 65+ i särskilda boendeformer, andel (%)","Vetlanda",2011,"5.603448"
"1017","Invånare 65+ i särskilda boendeformer, andel (%)","Vilhelmina",2008,"8.004926"
"1018","Invånare 65+ i särskilda boendeformer, andel (%)","Vilhelmina",2009,"8.108108"
"1019","Invånare 65+ i särskilda boendeformer, andel (%)","Vilhelmina",2010,"7.719928"
"1020","Invånare 65+ i särskilda boendeformer, andel (%)","Vilhelmina",2011,"6.814106"
"1021","Invånare 65+ i särskilda boendeformer, andel (%)","Vimmerby",2008,"4.253988"
"1022","Invånare 65+ i särskilda boendeformer, andel (%)","Vimmerby",2009,"4.085956"
"1023","Invånare 65+ i särskilda boendeformer, andel (%)","Vimmerby",2010,"3.816794"
"1024","Invånare 65+ i särskilda boendeformer, andel (%)","Vimmerby",2011,"3.846154"
"1025","Invånare 65+ i särskilda boendeformer, andel (%)","Vindeln",2008,"7.7198"
"1026","Invånare 65+ i särskilda boendeformer, andel (%)","Vindeln",2009,"7.686833"
"1027","Invånare 65+ i särskilda boendeformer, andel (%)","Vindeln",2010,"7.43338"
"1028","Invånare 65+ i särskilda boendeformer, andel (%)","Vindeln",2011,"6.802244"
"1029","Invånare 65+ i särskilda boendeformer, andel (%)","Vingåker",2008,"5.958132"
"1030","Invånare 65+ i särskilda boendeformer, andel (%)","Vingåker",2009,"4.984424"
"1031","Invånare 65+ i särskilda boendeformer, andel (%)","Vingåker",2010,"4.697651"
"1032","Invånare 65+ i särskilda boendeformer, andel (%)","Vingåker",2011,"4.237701"
"1033","Invånare 65+ i särskilda boendeformer, andel (%)","Vårgårda",2008,"7.004556"
"1034","Invånare 65+ i särskilda boendeformer, andel (%)","Vårgårda",2009,"5.561555"
"1035","Invånare 65+ i särskilda boendeformer, andel (%)","Vårgårda",2010,"5.096204"
"1036","Invånare 65+ i särskilda boendeformer, andel (%)","Vårgårda",2011,"4.907361"
"1037","Invånare 65+ i särskilda boendeformer, andel (%)","Vänersborg",2008,"6.111726"
"1038","Invånare 65+ i särskilda boendeformer, andel (%)","Vänersborg",2009,"6.153846"
"1039","Invånare 65+ i särskilda boendeformer, andel (%)","Vänersborg",2010,"6.107365"
"1040","Invånare 65+ i särskilda boendeformer, andel (%)","Vänersborg",2011,"6.202723"
"1041","Invånare 65+ i särskilda boendeformer, andel (%)","Vännäs",2008,"6.931317"
"1042","Invånare 65+ i särskilda boendeformer, andel (%)","Vännäs",2009,"6.165228"
"1043","Invånare 65+ i särskilda boendeformer, andel (%)","Vännäs",2010,"6.420351"
"1044","Invånare 65+ i särskilda boendeformer, andel (%)","Vännäs",2011,"6.246317"
"1045","Invånare 65+ i särskilda boendeformer, andel (%)","Värmdö",2008,"5.253239"
"1046","Invånare 65+ i särskilda boendeformer, andel (%)","Värmdö",2009,"5.007182"
"1047","Invånare 65+ i särskilda boendeformer, andel (%)","Värmdö",2010,"4.626952"
"1048","Invånare 65+ i särskilda boendeformer, andel (%)","Värmdö",2011,"3.915171"
"1049","Invånare 65+ i särskilda boendeformer, andel (%)","Värnamo",2008,"7.541356"
"1050","Invånare 65+ i särskilda boendeformer, andel (%)","Värnamo",2009,"7.354555"
"1051","Invånare 65+ i särskilda boendeformer, andel (%)","Värnamo",2010,"6.353591"
"1052","Invånare 65+ i särskilda boendeformer, andel (%)","Värnamo",2011,"5.644917"
"1053","Invånare 65+ i särskilda boendeformer, andel (%)","Västervik",2008,"5.331552"
"1054","Invånare 65+ i särskilda boendeformer, andel (%)","Västervik",2009,"6.099258"
"1055","Invånare 65+ i särskilda boendeformer, andel (%)","Västervik",2010,"6.076914"
"1056","Invånare 65+ i särskilda boendeformer, andel (%)","Västervik",2011,"5.316816"
"1057","Invånare 65+ i särskilda boendeformer, andel (%)","Västerås",2008,"5.692682"
"1058","Invånare 65+ i särskilda boendeformer, andel (%)","Västerås",2009,"6.086527"
"1059","Invånare 65+ i särskilda boendeformer, andel (%)","Västerås",2010,"5.669197"
"1060","Invånare 65+ i särskilda boendeformer, andel (%)","Västerås",2011,"5.635111"
"1061","Invånare 65+ i särskilda boendeformer, andel (%)","Växjö",2008,"7.498087"
"1062","Invånare 65+ i särskilda boendeformer, andel (%)","Växjö",2009,"7.176861"
"1063","Invånare 65+ i särskilda boendeformer, andel (%)","Växjö",2010,"6.716053"
"1064","Invånare 65+ i särskilda boendeformer, andel (%)","Växjö",2011,"6.087662"
"1065","Invånare 65+ i särskilda boendeformer, andel (%)","Ydre",2008,"7.683486"
"1066","Invånare 65+ i särskilda boendeformer, andel (%)","Ydre",2009,"6.942889"
"1067","Invånare 65+ i särskilda boendeformer, andel (%)","Ydre",2010,"6.858407"
"1068","Invånare 65+ i särskilda boendeformer, andel (%)","Ydre",2011,"5.602537"
"1069","Invånare 65+ i särskilda boendeformer, andel (%)","Ystad",2008,"4.6343"
"1070","Invånare 65+ i särskilda boendeformer, andel (%)","Ystad",2009,"4.342618"
"1071","Invånare 65+ i särskilda boendeformer, andel (%)","Ystad",2010,"4.217747"
"1072","Invånare 65+ i särskilda boendeformer, andel (%)","Ystad",2011,"4.059829"
"1073","Invånare 65+ i särskilda boendeformer, andel (%)","Åmål",2008,"7.106599"
"1074","Invånare 65+ i särskilda boendeformer, andel (%)","Åmål",2009,"7.078764"
"1075","Invånare 65+ i särskilda boendeformer, andel (%)","Åmål",2010,"6.743421"
"1076","Invånare 65+ i särskilda boendeformer, andel (%)","Åmål",2011,"6.647399"
"1077","Invånare 65+ i särskilda boendeformer, andel (%)","Ånge",2008,"7.321848"
"1078","Invånare 65+ i särskilda boendeformer, andel (%)","Ånge",2009,"8.464567"
"1079","Invånare 65+ i särskilda boendeformer, andel (%)","Ånge",2010,"8.21485"
"1080","Invånare 65+ i särskilda boendeformer, andel (%)","Ånge",2011,"7.338358"
"1081","Invånare 65+ i särskilda boendeformer, andel (%)","Åre",2008,"8.677927"
"1082","Invånare 65+ i särskilda boendeformer, andel (%)","Åre",2009,"8.830275"
"1083","Invånare 65+ i särskilda boendeformer, andel (%)","Åre",2010,"8.621668"
"1084","Invånare 65+ i särskilda boendeformer, andel (%)","Åre",2011,"8.35624"
"1085","Invånare 65+ i särskilda boendeformer, andel (%)","Årjäng",2008,"4.661221"
"1086","Invånare 65+ i särskilda boendeformer, andel (%)","Årjäng",2009,"6.049496"
"1087","Invånare 65+ i särskilda boendeformer, andel (%)","Årjäng",2010,"5.927602"
"1088","Invånare 65+ i särskilda boendeformer, andel (%)","Årjäng",2011,"6.049822"
"1089","Invånare 65+ i särskilda boendeformer, andel (%)","Åsele",2008,"8.057395"
"1090","Invånare 65+ i särskilda boendeformer, andel (%)","Åsele",2009,"8.305275"
"1091","Invånare 65+ i särskilda boendeformer, andel (%)","Åsele",2010,"9.304933"
"1092","Invånare 65+ i särskilda boendeformer, andel (%)","Åsele",2011,"8.250825"
"1093","Invånare 65+ i särskilda boendeformer, andel (%)","Åstorp",2008,"4.292815"
"1094","Invånare 65+ i särskilda boendeformer, andel (%)","Åstorp",2009,"3.88309"
"1095","Invånare 65+ i särskilda boendeformer, andel (%)","Åstorp",2010,"3.732252"
"1096","Invånare 65+ i särskilda boendeformer, andel (%)","Åstorp",2011,"4.377238"
"1097","Invånare 65+ i särskilda boendeformer, andel (%)","Åtvidaberg",2008,"5.808794"
"1098","Invånare 65+ i särskilda boendeformer, andel (%)","Åtvidaberg",2009,"5.681818"
"1099","Invånare 65+ i särskilda boendeformer, andel (%)","Åtvidaberg",2010,"5.661094"
"1100","Invånare 65+ i särskilda boendeformer, andel (%)","Åtvidaberg",2011,"5.510052"
"1101","Invånare 65+ i särskilda boendeformer, andel (%)","Älmhult",2008,"5.77108"
"1102","Invånare 65+ i särskilda boendeformer, andel (%)","Älmhult",2009,"5.730659"
"1103","Invånare 65+ i särskilda boendeformer, andel (%)","Älmhult",2010,"5.915493"
"1104","Invånare 65+ i särskilda boendeformer, andel (%)","Älmhult",2011,"5.44783"
"1105","Invånare 65+ i särskilda boendeformer, andel (%)","Älvdalen",2008,"5.35513"
"1106","Invånare 65+ i särskilda boendeformer, andel (%)","Älvdalen",2009,"5.615428"
"1107","Invånare 65+ i särskilda boendeformer, andel (%)","Älvdalen",2010,"4.880817"
"1108","Invånare 65+ i särskilda boendeformer, andel (%)","Älvdalen",2011,"4.474273"
"1109","Invånare 65+ i särskilda boendeformer, andel (%)","Älvkarleby",2008,"6.790123"
"1110","Invånare 65+ i särskilda boendeformer, andel (%)","Älvkarleby",2009,"6.663113"
"1111","Invånare 65+ i särskilda boendeformer, andel (%)","Älvkarleby",2010,"6.253257"
"1112","Invånare 65+ i särskilda boendeformer, andel (%)","Älvkarleby",2011,"6.180905"
"1113","Invånare 65+ i särskilda boendeformer, andel (%)","Älvsbyn",2008,"4.926625"
"1114","Invånare 65+ i särskilda boendeformer, andel (%)","Älvsbyn",2009,"5.292621"
"1115","Invånare 65+ i särskilda boendeformer, andel (%)","Älvsbyn",2010,"5.08982"
"1116","Invånare 65+ i särskilda boendeformer, andel (%)","Älvsbyn",2011,"4.818679"
"1117","Invånare 65+ i särskilda boendeformer, andel (%)","Ängelholm",2008,"5.384027"
"1118","Invånare 65+ i särskilda boendeformer, andel (%)","Ängelholm",2009,"5.674103"
"1119","Invånare 65+ i särskilda boendeformer, andel (%)","Ängelholm",2010,"5.833137"
"1120","Invånare 65+ i särskilda boendeformer, andel (%)","Ängelholm",2011,"5.393953"
"1121","Invånare 65+ i särskilda boendeformer, andel (%)","Öckerö",2008,"4.915021"
"1122","Invånare 65+ i särskilda boendeformer, andel (%)","Öckerö",2009,"4.523912"
"1123","Invånare 65+ i särskilda boendeformer, andel (%)","Öckerö",2010,"4.482478"
"1124","Invånare 65+ i särskilda boendeformer, andel (%)","Öckerö",2011,"4.080839"
"1125","Invånare 65+ i särskilda boendeformer, andel (%)","Ödeshög",2008,"7.772926"
"1126","Invånare 65+ i särskilda boendeformer, andel (%)","Ödeshög",2009,"6.844741"
"1127","Invånare 65+ i särskilda boendeformer, andel (%)","Ödeshög",2010,"5.246166"
