"","Kortnamn","Beskrivning","Kod"
"1325","Intäkter institutionsvård barn och unga, kr/inv","Externa intäkter exklusive intäkter från försäljning till andra kommuner och landsting för institutionsvård barn och unga, dividerat med antal invånare 31/12.","N33013"
"1326","Intäkter familjehemsvård barn och unga, kr/inv","Externa intäkter exklusive intäkter från försäljning till andra kommuner och landsting för familjehemsvård barn och unga, dividerat med antal invånare 31/12.","N33014"
"1327","Intäkter familjehemsvård barn och unga, kr/inv","Externa intäkter exklusive intäkter från försäljning till andra kommuner och landsting för familjehemsvård barn och unga, dividerat med antal invånare 31/12.","N33014"
"1328","Intäkter öppna insatser barn och unga, kr/inv","Externa intäkter exklusive intäkter från försäljning till andra kommuner och landsting för öppna insatser barn och unga, dividerat med antal invånare 31/12.","N33015"
"1329","Intäkter öppna insatser barn och unga, kr/inv","Externa intäkter exklusive intäkter från försäljning till andra kommuner och landsting för öppna insatser barn och unga, dividerat med antal invånare 31/12.","N33015"
"1330","Nettokostnad barn och ungdomsvård, kr/inv","Nettokostnad för barn och ungdomsvård, dividerat med antal invånare totalt 31/12. Med nettokostnad avses bruttokostnad minus bruttointäkt.","N33016"
"1331","Nettokostnad barn och ungdomsvård, kr/inv","Nettokostnad för barn och ungdomsvård, dividerat med antal invånare totalt 31/12. Med nettokostnad avses bruttokostnad minus bruttointäkt.","N33016"
"1332","Nettokostnad institutionsvård barn och unga, kr/inv","Nettokostnad för Institutionsvård barn och unga, dividerat med antal invånare totalt 31/12. Med nettokostnad avses bruttokostnad minus bruttointäkt. Avser samtlig regi.","N33017"
"1333","Nettokostnad institutionsvård barn och unga, kr/inv","Nettokostnad för Institutionsvård barn och unga, dividerat med antal invånare totalt 31/12. Med nettokostnad avses bruttokostnad minus bruttointäkt. Avser samtlig regi.","N33017"
"1334","Nettokostnad familjehemsvård barn och unga, kr/inv","Nettokostnad för familjehemsvård barn och unga, dividerat med antal invånare totalt 31/12. Med nettokostnad avses bruttokostnad minus bruttointäkt. Avser samtlig regi.","N33018"
"1335","Nettokostnad familjehemsvård barn och unga, kr/inv","Nettokostnad för familjehemsvård barn och unga, dividerat med antal invånare totalt 31/12. Med nettokostnad avses bruttokostnad minus bruttointäkt. Avser samtlig regi.","N33018"
"1336","Nettokostnad öppna insatser barn och unga, kr/inv","Nettokostnad för öppna insatser barn och unga, dividerat med antal invånare totalt 31/12. Med nettokostnad avses bruttokostnad minus bruttointäkt. Avser samtlig regi.","N33019"
"1337","Nettokostnad öppna insatser barn och unga, kr/inv","Nettokostnad för öppna insatser barn och unga, dividerat med antal invånare totalt 31/12. Med nettokostnad avses bruttokostnad minus bruttointäkt. Avser samtlig regi.","N33019"
"1338","Kostnadsandel öppna insatser av totala kostnaden för barn och ungdomsvård 0-20 år (%)","Bruttokostnad minus interna intäkter och försäljning till andra kommuner och landsting för alla öppna insatser för barn och unga 0-20 år, dividerad med socialtjänstens totala kostnad för barn och ungdomsvård 0-20 år multiplicerad med 100.","N33020"
"1339","Kostnad öppna insatser barn och unga, kr/inv 0-20 år","Bruttokostnad minus interna intäkter och försäljning till andra kommuner och landsting för alla öppna insatser för barn och unga 0-20 år, dividerad med antal invånare 0-20 år den 31/12.","N33021"
"1340","Kostnad barn och ungdomsvård, kr/inv 0-20 år","Bruttokostnad minus interna intäkter och försäljning till andra kommuner och landsting för institutionsvård och familjehemsvård av barn och unga 0-20 år dividerat med antal invånare 0-20 år i kommunen den 31/12.","N33022"
"1341","Kostnad/vårddygn för institutionsvård av barn och unga 0-20 år, kr (genomsnitt)","Bruttokostnad minus interna intäkter och försäljning till andra kommuner och landsting för institutionsvård av barn och unga 0-20 år, dividerad med antal vårddygn på institution för barn och unga 0-20 år under året.","N33100"
"1342","Kostnad/vårddygn för familjehemsvård av barn och unga 0-20 år, kr (genomsnitt)","Bruttokostnad minus interna intäkter och försäljning till andra kommuner och landsting för familjehemsvård av barn och unga 0-20 år, dividerad med antal vårddygn i familjehem för barn och unga 0-20 år under året.","N33101"
"1343","Vårddygn i institutionsvård, antal/inv 0-20 år","Antal vårddygn barn och unga 0-20 år i institutionsvård dividerat med antal invånare 0-20 år 31/12 . Avser samtlig regi.","N33800"
"1344","Vårddygn i institutionsvård, antal/inv 0-20 år","Antal vårddygn barn och unga 0-20 år i institutionsvård dividerat med antal invånare 0-20 år 31/12 . Avser samtlig regi.","N33800"
"1345","Vårddygn i familjehem, antal/inv 0-20 år","Antal vårddygn barn och unga 0-20 år i familjehem dividerat med antal invånare 0-20 år 31/12 . Avser samtlig regi.","N33801"
"1346","Vårddygn i familjehem, antal/inv 0-20 år","Antal vårddygn barn och unga 0-20 år i familjehem dividerat med antal invånare 0-20 år 31/12 . Avser samtlig regi.","N33801"
"1347","Barn och unga 0-20 år som var föremål för individuellt behovsprövade öppna insatser, andel  (%)","Antal barn och unga 0-20 år som den 1/11 var föremål för någon av följande individuellt behovsprövade öppna insatser: särskild behandlingsplan enligt SoL, personligt stöd enligt SoL, kontaktperson/familj enligt SoL, kontaktperson eller behandling enligt 2","N33802"
"1348","Barn och unga 13-20 år som var föremål för individuellt behovsprövade öppna insatser , andel (%)","Antal barn och unga 13-20 år som den 1/11 var föremål för någon av följande individuellt behovsprövade öppna insatser: särskild behandlingsplan enligt SoL, personligt stöd enligt SoL, kontaktperson/familj enligt SoL, kontaktperson eller behandling enligt ","N33803"
"1349","Barn och unga placerade på institution, andel (%) av totala antalet placerade barn och unga 0-20 år","Antal barn och unga 0-20 år placerade på institution den 1/11, dividerat med totalt antal barn och unga placerade på institution eller i familjehem den 1/11 multiplicerat med 100","N33804"
"1350","Barn och unga placerade i familjehem , andel (%) av totala antalet placerade barn och unga 0-20 år","Antal barn och unga 0-20 år placerade i familjehem den 1/11, dividerat med totalt antal barn och unga placerade på institution eller i familjehem den 1/11 multiplicerat med 100","N33805"
"1351","Vårddygn i institutionsvård av totalt antal vårddygn för barn och unga 0-20 år, andel  (%)","Antal placeringsdygn med stadigvarande dygnet-runt-vistelse på institution för barn och unga 0-20 år under året dividerat med totalt antal vårddygn med stadigvarande dygnet-runt-vistelse på institution och i familjehem för barn och unga 0-20 år under året","N33806"
"1352","Vårddygn i familjehemsvård av totalt antal vårddygn för barn och unga 0-20 år, andel  (%)","Antal placeringsdygn med stadigvarande dygnet-runt-vistelse i familjehem av barn och unga 0-20 år under året dividerat med totalt antal vårddygn med stadigvarande dygnet-runt-vistelse på institution och i familjehem för barn och unga 0-20 år under året mu","N33807"
"1353","Invånare 0-20 år, andel (%)","Antal invånare 0-20 år den 31/12  dividerat med antal invånare totalt den 31/12.","N33900"
"1354","Invånare 0-20 år, andel (%)","Antal invånare 0-20 år den 31/12  dividerat med antal invånare totalt den 31/12.","N33900"
"1355","Kostnad missbrukarvård vuxna, kr/inv","Bruttokostnad minus interna intäkter och försäljning till andra kommuner och landsting för missbrukarvård vuxna, dividerat med antal invånare totalt 31/12. Avser samtlig regi.","N35001"
"1356","Kostnad missbrukarvård vuxna, kr/inv","Bruttokostnad minus interna intäkter och försäljning till andra kommuner och landsting för missbrukarvård vuxna, dividerat med antal invånare totalt 31/12. Avser samtlig regi.","N35001"
"1357","Kostnad institutionsvård vuxna missbrukare, kr/inv 21-64 år","Bruttokostnad minus interna intäkter och försäljning till andra kommuner och landsting för institutionsvård vuxna missbrukare, dividerat med antal invånare 21-64 år 31/12. Avser samtlig regi.","N35002"
"1358","Kostnad institutionsvård vuxna missbrukare, kr/inv 21-64 år","Bruttokostnad minus interna intäkter och försäljning till andra kommuner och landsting för institutionsvård vuxna missbrukare, dividerat med antal invånare 21-64 år 31/12. Avser samtlig regi.","N35002"
"1359","Kostnad familjehemsvård vuxna missbrukare, kr/inv 21-64 år","Bruttokostnad minus interna intäkter och försäljning till andra kommuner och landsting för familjehemsvård vuxna missbrukare, dividerat med antal invånare 21-64 år 31/12. Avser samtlig regi.","N35003"
"1360","Kostnad familjehemsvård vuxna missbrukare, kr/inv 21-64 år","Bruttokostnad minus interna intäkter och försäljning till andra kommuner och landsting för familjehemsvård vuxna missbrukare, dividerat med antal invånare 21-64 år 31/12. Avser samtlig regi.","N35003"
"1361","Kostnad familjehemsvård vuxna missbrukare,  kr/vårddygn","Bruttokostnad minus interna intäkter och försäljning till andra kommuner och landsting för missbruk vuxna familjehemsvård, dividerat med antal vårddygn i familjehem. Avser samtlig regi.","N35004"
"1362","Kostnad familjehemsvård vuxna missbrukare,  kr/vårddygn","Bruttokostnad minus interna intäkter och försäljning till andra kommuner och landsting för missbruk vuxna familjehemsvård, dividerat med antal vårddygn i familjehem. Avser samtlig regi.","N35004"
"1363","Kostnad bistånd som avser boende för vuxna missbrukare, kr/inv 21-64 år","Bruttokostnad minus interna intäkter och försäljning till andra kommuner och landsting för bistånd som avser boende, inom öppna insatser för vuxna personer med missbruksproblem, dividerat med antal invånare 21-64 år 31/12. Avser samtlig regi.","N35006"
"1364","Kostnad bistånd som avser boende för vuxna missbrukare, kr/inv 21-64 år","Bruttokostnad minus interna intäkter och försäljning till andra kommuner och landsting för bistånd som avser boende, inom öppna insatser för vuxna personer med missbruksproblem, dividerat med antal invånare 21-64 år 31/12. Avser samtlig regi.","N35006"
"1365","Kostnad öppna insatser, individuellt behovspr. kr/inv 21-64 år","Bruttokostnad minus interna intäkter och försäljning till andra kommuner och landsting för öppna insatser, individuellt behovspr, dividerat med antal invånare 21-64 år 31/12. Avser samtlig regi.","N35007"
"1366","Kostnad öppna insatser, individuellt behovspr. kr/inv 21-64 år","Bruttokostnad minus interna intäkter och försäljning till andra kommuner och landsting för öppna insatser, individuellt behovspr, dividerat med antal invånare 21-64 år 31/12. Avser samtlig regi.","N35007"
"1367","Kostnad övriga öppna insatser vuxna missbrukare. kr/inv 21-64 år","Bruttokostnad minus interna intäkter och försäljning till andra kommuner och landsting för övriga öppna insatser, dividerat med antal invånare 21-64 år 31/12. Avser samtlig regi.","N35008"
"1368","Kostnad övriga öppna insatser vuxna missbrukare. kr/inv 21-64 år","Bruttokostnad minus interna intäkter och försäljning till andra kommuner och landsting för övriga öppna insatser, dividerat med antal invånare 21-64 år 31/12. Avser samtlig regi.","N35008"
"1369","Kostnad institutionsvård vuxna missbrukare, kr/inv","Bruttokostnad minus interna intäkter och försäljning till andra kommuner och landsting för institutionsvård vuxna missbrukare, dividerat med antal invånare totalt 31/12. Avser samtlig regi.","N35009"
"1370","Kostnad institutionsvård vuxna missbrukare, kr/inv","Bruttokostnad minus interna intäkter och försäljning till andra kommuner och landsting för institutionsvård vuxna missbrukare, dividerat med antal invånare totalt 31/12. Avser samtlig regi.","N35009"
"1371","Kostnad familjehemsvård vuxna missbrukare, kr/inv","Bruttokostnad minus interna intäkter och försäljning till andra kommuner och landsting för familjehemsvård vuxna missbrukare, dividerat med antal invånare i kommunen den 31/12. Avser samtlig regi.","N35010"
"1372","Kostnad familjehemsvård vuxna missbrukare, kr/inv","Bruttokostnad minus interna intäkter och försäljning till andra kommuner och landsting för familjehemsvård vuxna missbrukare, dividerat med antal invånare i kommunen den 31/12. Avser samtlig regi.","N35010"
"1373","Kostnad öppna insatser vuxna missbrukare, kr/inv","Bruttokostnad minus interna intäkter och försäljning till andra kommuner och landsting för öppna insatser vuxna missbrukare, dividerat med antal invånare totalt 31/12. Avser samtlig regi.","N35011"
"1374","Kostnad öppna insatser vuxna missbrukare, kr/inv","Bruttokostnad minus interna intäkter och försäljning till andra kommuner och landsting för öppna insatser vuxna missbrukare, dividerat med antal invånare totalt 31/12. Avser samtlig regi.","N35011"
"1375","Kostnad bistånd som avser boende för vuxna missbrukare, kr/inv","Bruttokostnad minus interna intäkter och försäljning till andra kommuner och landsting för bistånd som avser boende, inom öppna insatser för vuxna personer med missbruksproblem, dividerat med antal invånare totalt 31/12. Avser samtlig regi.","N35012"
